date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,頂埔
08/14/2015,6978,17195,40829,59993,22843,14995,12084,3913,2918,13292,2065,3882,6120,8667,12332,16318,15119,5392,8342,3072,8013,8535,4286,28437,2313,10133,12181,16237,20794,15534,9419,31215,20872,35286,31799,7793,36618,26710,26274,20773,26300,191291,44145,26365,23891,26350,35314,31146,24626,12025,31070,7417,7521,18330,6366,3723,3210,11186,9791,7248,35913,15658,7233,20143,17641,30217,45418,39382,26192,28457,82514,22622,34221,50630,28566,68889,20113,17700,16157,11946,9892,33363,18178,7113,7328,41349,28161,22366,22207,8466,12222,4286,4293,4193,8436,9118,10708,16964,29360,27092,11071,12263,12449,11226,11381,7962,7765,5940
08/15/2015,5281,12024,25287,60585,15835,10844,9087,3805,2624,12382,1696,3209,11393,7388,14940,7081,7415,4708,7704,3589,6502,7407,2213,19214,2302,10020,10173,13526,15657,14816,8345,34112,21200,28928,30913,4076,33301,23598,22554,18746,15769,193553,43707,21872,18728,27117,41168,31811,23199,9247,26977,5891,5878,15494,7270,3330,2134,8248,8955,7051,45081,14450,7259,18518,14348,29979,46212,34563,22253,27593,94139,16005,44223,46219,27421,65905,15694,16994,10847,10583,8054,33981,13754,9282,6331,23187,18844,16072,18771,7971,10486,4261,2540,3551,7304,9057,9838,13272,20425,25063,10113,11322,11252,10007,10619,7312,7558,5287
08/16/2015,4964,9441,18661,48651,12242,9159,7308,3781,2243,9817,1508,2638,10188,6537,12610,5555,6538,3666,6336,2870,5257,6332,2176,23710,2038,8998,8857,11646,13772,13023,7456,28687,17102,21689,22066,3105,28589,20082,18392,16428,10848,182768,33650,14203,16712,22547,34176,26492,23510,7612,22850,5159,6969,13446,6620,2696,1553,7342,7767,5600,39612,13143,6209,15858,11696,23685,39605,28808,18539,23172,77986,15000,31308,35002,21555,51831,13050,14535,9376,8960,6797,26834,10585,8300,4849,17369,15386,13093,14794,6977,11827,3227,1973,3186,6102,7295,7568,10949,16630,21175,8502,9482,9554,8631,9005,6308,6211,4691
08/17/2015,6178,15558,36160,49583,20686,13827,11275,3847,2916,13461,1948,3902,5952,8253,10018,15967,14169,4998,7798,3019,7613,7830,3977,26544,2125,9654,11403,15036,19261,14485,8441,27411,18171,32528,27527,7228,34526,25500,24729,19508,25682,157417,36499,24393,22538,23253,31743,27444,22488,11871,30442,7030,9115,17356,5472,3544,2808,10887,9585,6982,37421,13230,6801,19338,17525,27102,40184,37109,24723,26049,72437,19759,31177,42169,24980,58065,18128,16406,15327,10585,9267,27902,16293,6673,6868,37738,18451,21069,19300,7793,10686,4147,3926,3894,7907,8136,9789,15314,26504,23448,10507,11442,11722,10655,10921,7494,7272,5721
08/18/2015,5978,16120,37164,51868,20867,14462,11578,3943,2856,13350,1976,4001,7800,8752,10041,16493,14528,4970,8018,3066,7761,8052,4077,26798,2250,9470,11906,15454,19626,14270,9056,28783,18871,33339,28899,7198,35765,25962,25838,19985,26506,160060,38273,23971,23171,25143,31714,28787,23014,12236,30731,7216,9127,17240,5889,3596,2869,11018,9687,7112,34838,13403,6563,19766,18653,27414,41836,38882,24770,25026,72072,20911,30439,41829,24961,58255,19443,16328,15904,11353,8927,27616,16527,6405,6855,38044,20324,22268,18508,8351,11471,4168,4050,4034,8594,8667,10161,15834,26811,23882,10850,11417,12282,11127,11214,7772,7441,5702
08/19/2015,6107,16563,38072,53988,22449,14752,11757,3973,3816,13856,1923,3932,8213,8635,10842,16518,14784,5250,7992,3253,7993,8385,4121,27430,2260,9689,11958,15411,19714,14574,8963,29566,20020,35045,29308,7219,35935,26501,25593,20273,27269,160098,39627,25201,23805,25043,34352,30065,25420,11954,31517,7272,9092,17532,5923,3719,2816,11110,9763,7227,36705,13616,7101,20495,18035,28276,40785,38297,25751,26427,76461,22490,32676,45363,26376,60262,19425,16844,15716,11451,9545,29585,17458,6861,7200,39545,19669,22090,20051,8035,11176,4171,4258,3969,8882,8656,10321,15964,28060,25140,10703,11797,11985,10876,10900,7811,7379,5992
08/20/2015,6309,16595,38744,55848,22302,14743,11783,3868,3822,13535,1956,4019,8346,8767,11964,16582,14532,5138,8364,3190,7892,8245,4361,27428,2350,9798,11931,15537,19748,14991,9149,29680,19713,34051,29088,7306,35862,26189,25407,20088,26539,161826,40640,25051,23463,25127,34831,29969,24231,11734,31072,7342,9254,17381,6003,3639,2856,11139,9834,7167,37511,13523,6946,20227,18238,28570,42168,38568,25648,26167,80848,21434,32545,44847,26788,62312,19289,16548,15921,12238,9746,30390,17493,7129,7216,40508,19623,21316,20424,8184,12126,4373,4083,3959,8277,8723,10407,16077,27812,25452,10768,11659,11899,10867,10746,7796,7349,5892
08/21/2015,6004,16697,38676,56653,22243,14506,11757,3831,3767,13127,1873,3562,6476,8229,11369,16051,14438,5077,8185,3048,7743,8200,4398,33839,2256,9385,11709,15473,19670,14484,9119,30082,20230,33709,30210,7059,35616,26079,25157,19724,25752,177583,41451,24657,23002,24552,33073,30173,24670,11748,29956,7275,9452,17153,6092,3631,2699,10517,9816,6932,33926,13903,6882,20299,17588,28537,43519,38188,25334,25562,80580,21293,32481,46889,26645,64175,19237,16818,15623,12380,9229,31335,17300,7104,7116,39921,24346,21347,20430,7812,11973,4253,4122,4038,8408,8757,10058,16681,27654,25912,10929,11891,12071,11058,11229,7814,7450,6019
08/22/2015,4177,10145,21570,54598,13772,9402,7673,3699,2021,8862,1374,2643,7026,6521,11384,5512,6347,4110,6448,2528,5277,6290,1924,15758,2025,8376,8525,11583,13729,12869,7510,27361,17975,25238,22379,3567,28895,20562,18548,16309,13626,160526,38082,18187,15808,20184,31116,26802,19626,8148,23835,5023,4727,13057,6150,3005,1591,7068,7879,6688,35206,11944,6376,15735,12473,25187,37036,29437,19019,23307,83418,14894,31676,41469,21858,52364,14110,13898,9537,8249,6558,27057,11775,7491,5018,20665,17268,14588,14943,6459,8857,3690,2181,3311,7672,8078,7931,11720,17835,22402,8610,9339,9577,8675,9286,6342,6188,4538
08/23/2015,4265,8117,16538,42438,10792,7596,6292,3276,1929,7946,1079,2564,4816,5618,9969,4693,5095,3006,5186,2126,4492,5316,1607,12824,1936,6985,7643,10007,11155,11378,6709,24945,15202,19872,17802,2815,24483,17341,15505,13666,10092,147228,31019,12415,14915,16523,24196,21078,19686,6636,19324,4497,3715,11470,5180,2328,1454,5556,6407,5079,26537,9831,4968,13303,9889,20243,33089,24805,16096,18827,69412,12198,24930,30953,16656,42771,13031,11474,8045,7113,4674,23060,9229,6391,4007,16189,14770,11668,11230,5699,6816,2823,1651,2474,5435,6331,6453,10128,14490,18099,7335,7547,8236,7449,7843,5121,5226,4002
08/24/2015,5904,15551,36375,48620,20321,13605,10969,3835,2861,13126,1961,3416,5446,7993,10120,15802,13863,4744,7678,3023,7559,7630,3988,26512,2369,9492,11250,15048,18911,14754,8449,28145,18613,31937,25535,7478,34145,24870,24620,19532,25173,153127,36721,23490,22715,22703,31843,26496,22573,11261,31145,6991,7100,16450,5439,3354,2714,10687,9388,6883,35445,12723,6876,19230,17544,27128,39465,37441,24549,25411,74841,19994,30874,42039,23977,58381,18287,16237,15135,11098,8923,28638,16128,6502,6799,38096,19053,20372,19343,8604,10149,4139,3950,3750,7786,8384,10223,15418,26521,22603,10441,11200,11224,10448,10470,7350,7153,5567
08/25/2015,5827,16298,38666,51153,21772,14484,11751,3849,2921,13424,1942,3766,7550,8487,10517,17657,15128,5314,8032,3134,8042,8598,4474,28094,2468,10277,11737,15660,19467,14302,9016,28929,19060,33002,27701,7790,35901,26579,25642,20362,26158,152747,38391,24669,23336,24278,34368,29955,23327,11990,30237,7218,7350,17644,5638,3575,2837,11070,9650,7209,35355,13143,6712,19776,17881,27595,40419,38677,25253,25892,75725,21611,32332,43448,24945,58528,19068,16856,15912,11386,9085,27945,17156,6903,7052,39875,19402,21428,19683,8971,10742,4232,4212,3927,8225,8613,10757,16425,27629,23903,10790,11447,11903,11063,10975,7509,7325,5842
08/26/2015,6058,16519,37706,52443,24181,14540,11819,3936,2922,13814,1993,3953,8855,8538,11121,17417,15423,5382,8130,3185,8280,8481,4358,35249,2412,9778,11606,15555,19489,14701,9041,29026,19287,33573,27580,7742,36296,26967,25823,20183,26570,160031,38748,24848,23732,24556,34009,30390,24795,12147,30927,7293,7430,17978,5730,3616,2781,11055,9750,7253,36064,13545,7147,19701,18097,28194,41284,38492,25727,25658,76139,22848,31929,43923,25832,59592,19931,16638,15734,11742,9557,28600,17324,6941,7150,39133,19195,21700,19976,9172,10912,4146,4091,3909,8254,8684,10529,16716,27282,24670,11077,11617,12022,11148,11153,7899,7568,5982
08/27/2015,5853,16283,38579,52257,22359,14096,11546,3808,2891,13054,1835,3444,5579,8180,10518,16686,14830,4605,7828,2783,7860,7792,4523,35593,2301,9287,11807,14948,19283,14336,9070,27270,19094,32566,26295,7619,35020,25846,25288,19543,25345,160293,38435,24114,22757,23112,29897,28189,22434,10746,29285,7228,7032,16135,4993,3417,1731,10575,9140,6837,30722,13383,6653,18864,17319,27036,41049,38048,24838,24128,73991,21741,31049,43746,25014,58853,18841,15935,15306,11618,8518,27708,16844,6372,6915,40410,19895,21439,19384,8524,10357,4178,4097,3815,7845,8563,10541,15923,27818,23867,10507,11072,11478,11031,10768,7322,7216,5693
08/28/2015,5992,16150,38387,54842,21660,14338,11416,4064,2748,13498,1926,3406,5794,8070,10737,16319,14659,4744,8067,2834,8016,7824,4174,36656,2161,9308,11312,15153,19418,14854,9286,26686,19156,32597,26542,7117,35060,25982,24677,19398,23973,179449,39864,23597,23048,24027,29154,27547,22344,11025,28101,7162,6831,15996,5281,3320,2688,9940,9111,6728,30545,12657,6764,19047,16640,27108,41994,37059,24198,24335,78291,21398,32674,45688,25979,64127,18602,16781,15679,11574,8604,34795,17227,6614,7139,38966,19440,21264,18861,7959,10371,3900,3950,3744,7795,8697,9915,16121,27334,24276,10607,10813,11702,10747,10901,7268,7194,5883
08/29/2015,4693,10997,23875,58226,14982,10295,8470,3507,2538,9623,1506,2969,8030,6583,11475,6235,7731,3985,7379,3066,5776,7064,2083,23420,2371,8741,9438,12493,14926,12713,8447,30534,19166,27188,24576,4306,31460,22712,20626,17744,14436,186550,41670,20344,17610,41234,32294,28605,20295,8917,24780,5787,5123,14623,6853,3122,1663,7118,8401,5921,37385,13469,6218,16938,13202,27661,42234,31694,20592,24929,90112,15292,34921,44036,25460,60465,14828,14853,10490,9916,6503,42120,13091,7578,6024,22795,19376,15720,15510,7596,12611,3765,2379,3353,7041,8552,9248,12465,19949,23446,9573,9898,10958,9543,10134,6893,6948,4715
08/30/2015,4433,9691,18577,47009,12715,8928,7341,3169,2251,9608,1413,2592,6954,6555,10825,5077,6682,3593,6032,2746,5006,6271,1926,15528,2056,8542,8490,11123,12649,11970,7623,27469,17289,22959,19212,3289,28458,20172,17986,15721,10558,169224,34935,14129,16169,34794,28641,24468,22443,7141,20865,5189,4497,13553,5917,2788,1364,6597,7270,6256,35023,12538,5575,15132,10859,23360,36858,28607,18236,22653,76371,12721,29464,34590,19867,49434,13172,13139,9368,8245,5926,42496,10596,7472,4636,16783,17277,13022,13221,6885,10853,3233,1970,2898,5889,7232,7213,10575,16415,20614,8286,8740,9438,8459,8993,6071,6171,4544
08/31/2015,5393,15682,36288,46420,24265,13540,11051,3741,2926,13896,1877,4253,3706,8597,9065,16066,15211,5589,7764,2787,7860,8253,3879,26995,2067,9818,11238,14704,20128,14703,8719,24886,17915,31422,25324,9612,35839,25512,24915,19668,24995,140618,33735,22760,23294,23328,26921,27268,21893,12453,30192,7451,7149,18005,4505,3419,2745,10608,9505,6590,29559,12322,7120,19883,17497,25789,37805,37228,24681,24933,64896,20037,29198,39382,21854,55763,20154,16901,15205,11556,8511,34243,15932,6168,6693,38622,21625,20521,17147,8603,12788,4058,4027,3976,8844,8586,11008,16736,26781,21851,10962,11594,11740,11420,11256,7489,7472,5584
09/01/2015,5529,15742,36715,47160,24486,13844,11403,3796,2908,14943,1927,4440,5718,8255,9196,16487,15258,5714,7829,2933,7874,8505,4109,27897,2243,9872,11257,15093,20673,14173,8979,25246,17706,31549,26354,8042,36044,25821,25138,19674,25421,137788,34541,22843,23388,24787,26813,27533,22168,12540,30299,7392,7302,18169,5329,3437,2856,11006,9679,6700,30771,12076,6495,19826,17671,26340,37789,38016,24927,24660,62980,20838,28670,39574,22539,53959,20723,17131,15375,11865,8452,24351,16514,6344,6641,38289,20500,20284,18330,8660,11876,4007,4019,4035,9021,8418,11344,16417,26691,22667,11135,11535,11838,11367,11262,7563,7499,5561
09/02/2015,5503,16029,37518,48539,24685,14003,11396,3747,2973,15086,1997,4428,5151,8497,9447,16535,15491,5807,7889,2988,7910,8452,4132,32925,2219,9878,11295,14714,20493,14537,8715,25345,18747,32199,27035,8774,35367,26038,24684,19768,26107,140005,35638,24096,23385,24602,30088,27596,24005,12519,30888,7457,7282,18726,5274,3544,2807,11149,9661,6946,31972,12488,6773,19986,17863,26664,37446,37647,25433,25492,66649,21874,29954,41673,23301,55876,20642,17145,15654,11979,9144,25236,16606,6383,6853,38977,22473,20487,19179,8391,11604,4140,4099,4003,8690,8401,11270,16749,27213,23503,11080,11869,11832,11336,11223,8229,7375,5741
09/03/2015,5467,16140,37325,50979,25162,14039,11628,3674,2998,14763,2031,4533,6471,8424,10220,16203,15400,5824,7859,3406,7919,8530,4144,34235,2350,10234,11319,15027,20756,14631,8833,25970,18860,31647,27294,7981,35385,26239,24748,19620,25500,146808,36895,24134,23837,24490,30808,28879,22920,12535,30844,7237,7372,18867,5612,3478,2812,10915,9792,7016,33451,12576,6665,20252,17705,26729,38185,38168,25389,25914,69112,22148,30285,42292,24374,58116,20895,17081,15490,12085,9466,26594,16715,6552,6851,38978,22320,20476,19301,8295,13755,4107,4140,3977,8637,8566,11501,16611,27223,24101,11085,12023,11795,11252,11125,7722,7585,5843
09/04/2015,6375,16707,39109,56729,25607,14562,12015,3874,3666,14609,1997,4622,7233,8810,10598,16724,15698,5969,8294,3013,8146,8864,4310,34462,2305,10751,11902,15644,21256,15467,9208,27359,20907,32973,29522,8283,37076,27033,25707,20451,25885,176634,40692,25225,24795,28053,34230,29537,24189,12689,30899,7418,7818,19190,5897,3577,2880,11299,10088,6953,35056,13355,7171,21071,17657,28852,41941,39223,26124,26772,77561,22770,32682,46374,26134,64909,21298,17924,16140,12827,9732,37000,18187,7256,7289,40472,23175,21524,20746,8325,14890,4477,4215,4267,8858,9104,11609,17575,28486,26081,11688,12526,12401,12026,11877,8005,7819,6062
09/05/2015,5249,11198,23505,57006,16931,10530,8807,3386,2622,10422,1671,3213,10944,6760,12429,6414,7130,4015,7107,3409,5851,6883,1835,18181,2271,11237,9913,13267,15638,13903,8382,32098,20477,27686,28876,4497,31990,23041,20889,18000,15314,180092,41907,20730,18172,30815,38954,29220,21392,9103,25026,5866,5421,15704,7334,3060,1910,8315,9382,6078,44431,12679,6259,17599,13934,28380,39788,32688,21938,26268,87260,14734,35973,43425,22267,56793,14847,16014,10128,8894,8660,39413,13224,9270,5563,22083,20570,15208,17945,7777,13758,4309,2444,3677,7137,8616,9265,12511,19378,24859,9907,10581,10948,7868,10192,7131,7105,5000
09/06/2015,4811,8936,16924,46517,13561,8868,7007,3219,2299,9665,1519,2878,10534,6512,9781,5233,5693,3778,6048,3161,4966,5997,1818,14946,2182,9462,8843,11360,12812,12800,7247,27562,16837,22049,21592,3957,27173,19589,17954,15732,10595,164658,33674,13753,16628,27151,32465,25156,22524,7500,21844,5168,4387,14152,6262,2513,2538,8060,7581,6031,43058,11659,5397,15589,11452,23295,35622,28624,18191,22838,74994,13025,30522,32713,18550,48977,13185,13831,9077,7971,7530,36142,10021,8723,4656,16486,11002,12326,13835,7691,11781,3542,2001,2848,6622,7155,7509,10735,16085,20628,8488,9008,9216,8473,9008,6687,6442,4743
09/07/2015,5688,15556,36685,45809,24170,13881,11333,3812,2935,16162,1990,4551,4426,8641,9022,16437,15468,5610,7839,2757,7816,8267,4248,26678,2156,9614,11074,14975,20521,14912,8738,24966,18394,31833,25422,9432,35733,25628,25104,19440,25217,140055,34448,23402,23781,24830,29911,28921,22040,12552,31557,7463,7109,18068,5221,3465,3100,14841,9827,6711,32134,12334,6603,19990,17535,25548,36810,37931,25026,25519,64802,20632,30349,39387,22115,55096,19927,17160,15229,11331,8596,33484,16399,5960,6621,38933,22469,20257,18528,9071,10997,4135,4009,4043,8867,8579,11252,16745,26927,22094,11189,11874,11814,11578,11498,7696,7686,5668
09/08/2015,5351,15826,37046,47860,24064,14579,11428,3777,2955,16544,2012,4639,6892,8844,9859,16888,15544,5741,7781,2938,8179,8566,4070,28269,2251,10046,11274,15248,20379,15247,8839,25663,18552,32444,26571,9554,35561,25868,25094,19672,25820,140657,36000,24063,23898,25421,33217,29788,23288,12885,31814,7334,7334,18625,5549,3519,2944,14454,10118,7025,34290,13021,6539,19951,18450,26570,37586,38190,25076,25950,64408,20973,31135,39911,22699,54894,20451,17325,15722,11674,9138,25012,16579,6400,6836,38115,28538,20239,19391,9800,11826,4208,4206,4127,8870,8476,11338,16452,26794,22979,11032,11987,11842,11372,11190,8051,7773,5807
09/09/2015,5722,15990,36911,48336,24173,14809,11647,3776,2989,16474,2028,4658,6706,9532,9908,17131,15699,5571,7881,2977,8039,8708,4048,28100,2138,10381,11371,15139,20593,15925,8773,26699,19359,32737,27526,9642,35509,26350,25173,19980,25420,140681,35792,24106,23713,24803,33538,30398,24564,12839,32505,7366,7304,18485,5434,3566,3001,14717,10130,7075,35732,12871,6848,20207,18379,26963,37965,38759,25528,25451,68030,21726,30736,41102,22911,55378,20377,17019,15562,11793,9498,25314,16347,6710,7037,37963,21913,20724,19082,9810,11424,4250,4052,4128,8755,8521,11008,16629,27174,23253,11070,12054,11844,11264,11222,8068,7650,5949
09/10/2015,5507,16133,37462,49789,24855,14521,11538,3614,3006,16167,2024,4679,6798,9159,9910,16097,15329,5717,8013,3014,7743,8679,3987,27439,2345,10403,11419,15267,20917,15888,8883,27358,19450,32806,28388,9471,35708,26344,25469,19982,25227,144624,36907,23580,23857,24906,34466,30314,23547,12686,32073,7359,7525,18733,5384,3502,3046,14245,10068,7056,36565,13156,6633,20623,17659,27145,38093,38348,25761,25970,67550,22997,30397,41433,22886,58683,20388,17207,15971,11564,9734,30875,16830,6627,6988,38666,22298,20571,19020,10388,12358,4453,4058,4224,8806,8448,11448,16602,26934,23484,11187,12113,12150,11251,11505,8448,7814,5829
09/11/2015,6160,16615,38654,54877,25408,15098,11924,3819,2949,16336,2070,4730,7581,9454,11098,16564,15863,6074,8486,3151,8057,9056,4151,28195,2324,10594,12060,15856,21508,16551,9314,31394,21240,34144,29832,9966,37623,27262,26092,21248,25381,174990,40223,25075,25247,27065,37387,31861,24564,12900,32098,7696,7477,19497,5791,3749,3006,14458,10789,7395,38879,14164,7116,21622,17926,29511,41955,39609,26145,26617,77253,23785,33605,45566,25539,64643,20961,18108,16392,12218,10312,32007,17766,7257,7355,39795,23719,21599,21139,12436,12225,4639,4330,4319,9189,9403,11755,17599,28331,25374,11692,12706,12656,11773,11830,8979,7953,6219
09/12/2015,4905,11922,24594,58468,16180,11826,8909,4198,2689,11263,1839,3564,12153,7506,18551,6886,8005,4359,7666,3884,6161,7481,2117,18662,2405,10946,10378,13903,16131,15193,8958,36651,22186,28584,27291,4736,33444,23819,21710,18727,14976,182886,41171,21279,18776,28579,43969,31168,21999,9727,27874,5962,5550,16583,7845,3291,1960,10122,9822,6989,49900,15963,6703,18166,14190,28980,41107,34204,22319,27042,96611,15544,35689,43672,25730,61590,15369,17038,10864,9549,8982,31759,13471,10100,5939,22701,22037,15515,20123,10725,11340,4323,2491,3731,8407,8948,9379,13458,19116,24982,10402,10949,11261,10342,10715,7801,7130,5317
09/13/2015,4798,9375,17502,45190,12695,9560,7112,3421,2190,10038,1546,3178,11974,6904,11697,5701,5807,3718,6067,3087,5135,6086,1746,15740,2221,9831,9015,12155,14593,14404,7557,32102,17905,22472,21281,3893,28059,20376,18688,16372,12345,173172,33355,14641,17341,24931,35356,26020,23831,7509,23548,5473,4729,14735,6403,2818,1799,10038,8136,5993,48630,10152,5467,15896,11696,24147,38901,29838,18652,26276,76989,13699,31822,33068,19541,50816,13314,13408,9332,7872,7691,27878,10521,9157,5014,16474,12554,13308,14735,10605,8660,4049,1989,3187,6288,7351,7885,10941,19240,20738,8580,9100,9600,8588,9216,6915,6655,4765
09/14/2015,5645,15711,35486,44429,23930,15466,11401,3727,3050,16076,1981,4639,5514,11457,9588,18100,15365,5478,8035,2893,8720,8378,4219,40826,2098,9881,11539,15597,20513,16873,8625,28537,18433,32549,26026,9995,35933,25830,25215,20610,25761,138395,33133,23147,24068,24459,34729,28601,22253,12824,32008,7158,7315,18359,4885,3403,2999,14524,10088,7317,38382,11403,6810,20680,19322,26214,36911,40503,25128,26471,62444,22724,30020,37826,20713,54720,19830,17505,15726,12155,9154,28056,15974,6264,6635,37249,20996,20329,18460,14886,11232,4256,4028,4152,8966,8483,11722,16455,27531,22175,11279,12307,12109,11733,11548,8734,7748,5756
09/15/2015,5458,16060,36323,46654,23230,15800,11583,3660,3081,16439,1989,4872,7065,11478,10592,18435,15683,5672,7799,3074,8704,8693,4174,40513,2119,10072,11728,15336,20734,16733,8589,27961,18310,33001,27292,9886,35873,26177,25563,20587,26277,137339,34178,23032,24122,25743,35890,29871,22825,12871,31835,7430,7409,18724,5336,3568,3045,14576,10369,7460,37438,11648,6680,20981,19197,27013,37488,39928,25194,25786,61877,23740,30107,38163,21702,54816,20384,17249,16003,12471,9133,25754,16165,6526,6599,37526,20890,20456,18505,15074,11567,4147,3952,4231,9003,8528,11589,16470,27866,22893,11273,12183,12031,11527,11351,8780,7897,5891
09/16/2015,5536,16171,37034,46876,24489,15871,11598,3766,3086,16742,2067,4759,6409,11456,9929,18681,15678,5623,8006,2914,8796,8526,4289,27776,2158,10076,11773,15579,21309,16798,8795,28438,18807,33482,27592,9985,36345,26693,26012,20768,25912,133908,35013,23596,24577,25384,35837,29839,24433,12864,32494,7412,7380,19006,5308,3549,2984,14668,10194,7385,37034,11719,6873,20956,19344,26746,37795,40098,25523,25555,62692,24677,30887,38854,21909,54615,20379,17200,16191,11565,9250,26368,16846,6468,6964,38799,21406,21180,18839,14753,11557,4268,4015,4255,9215,8798,11615,17121,28232,23423,11742,12232,12213,11545,11585,8690,7947,5897
09/17/2015,5680,16046,36713,47934,24624,15501,11654,3836,3020,16340,1991,4648,6915,11088,9693,18177,15428,5621,8045,3041,8369,8493,4064,27825,2301,10166,11665,15780,20904,16656,8787,28026,18974,32808,28090,9860,35683,26205,25500,20445,25338,137112,35130,23237,24427,25414,36275,29917,22832,12689,32160,7218,7619,19012,5444,3450,3019,14294,10342,7438,38394,11836,6798,21078,19017,26831,37796,39771,25575,25526,62476,24012,30301,38159,21116,55160,20134,16946,16204,11697,9288,25781,16437,6364,6570,38155,21021,21176,18326,14710,11417,4270,4054,4209,8977,8443,11471,16310,27614,22904,11271,12206,12008,11623,11338,8571,7939,5640
09/18/2015,6592,17013,39392,53865,25986,16558,12160,3924,3052,17035,2160,4858,7470,11314,11649,18089,15943,6576,8498,3128,8792,9144,4471,29002,2282,10771,12489,16298,22077,18132,9369,32046,21233,34669,33017,10203,38078,27982,27022,21721,26003,173446,40014,25025,25681,27999,40204,31887,24761,13267,33221,7674,7675,19660,5980,3584,2981,14034,10683,7594,40865,12632,7245,22301,19537,29457,42031,41609,26422,26817,73478,25248,33773,44681,24084,63326,20792,18154,16447,12509,10365,29256,18113,7286,7260,39492,22794,22397,20355,15128,12399,4617,4165,4445,9379,9418,12131,17277,28892,25563,12010,13149,12995,11928,12106,9133,8280,6259
09/19/2015,5233,12024,24870,57180,18137,12090,9508,3577,2802,11394,1850,3477,11986,8936,13161,7023,7476,4359,7613,3839,6776,7655,1997,19199,2568,11606,10137,14038,16675,15911,8628,35543,22052,29828,33622,5343,33605,24110,22107,19398,18090,178245,41906,21758,20290,27591,44237,31480,22476,10054,27655,6227,5808,16569,8194,3345,2179,10334,10035,6522,52294,11517,6307,18199,14564,28691,40804,33883,22202,27257,86614,17928,32813,42983,23440,57702,16460,15991,11063,8988,9401,28255,13576,9896,6333,22782,18739,16761,18586,10781,11101,5220,2544,3989,7631,8771,10515,13160,21317,26069,12591,11024,11650,10396,11025,8452,7430,5149
09/20/2015,4825,9689,18287,46173,13241,9799,7807,3431,2317,10169,1545,3625,13264,7347,10678,5839,5936,3960,6253,3759,6324,6011,1747,15643,2259,10285,9236,11934,14771,14240,7773,33408,18213,23674,26986,3985,28613,19801,18767,16440,11908,173203,35538,15481,18035,25548,38157,26775,23201,7638,23912,5447,4889,15197,7181,2836,1678,14035,8595,6024,50928,10515,5437,16437,11685,23784,37049,29338,18714,24606,72730,14452,26666,33000,18270,46525,13630,13434,9426,8108,8223,26894,10600,9362,5058,17363,10685,13665,14778,9211,8815,3885,1899,3169,6342,7335,7963,11070,21563,21990,8662,8914,9589,8626,9213,7087,6682,4807
09/21/2015,5709,15593,36371,45899,23540,14864,11248,3665,2885,15912,1963,4584,5901,11035,9430,17709,15043,5429,7518,2927,8358,8279,3932,26889,2176,9816,11487,15417,20409,16343,8419,27046,17814,32258,26543,9773,35430,25370,24981,20305,25560,136356,35660,24050,24697,24522,35622,29459,22085,12533,32638,7234,7123,18294,5293,3375,3001,14325,10232,7480,38528,11304,6694,20517,18974,25880,36975,39064,24606,26699,61518,22431,28639,37419,20954,52310,19067,16966,15418,11657,8914,26810,15669,6330,6822,37621,20625,20502,18863,14616,11154,4192,4022,4115,8748,8239,11314,16948,27239,23973,11197,11942,11955,11199,11195,8413,7693,5844
09/22/2015,5490,16340,37212,46785,24301,15722,11586,3709,2968,16373,2119,4720,7524,11125,9758,18356,15652,5545,7926,2988,8631,8475,4090,27565,2262,10235,11684,15658,21111,16718,8517,27524,18171,33290,28115,9863,35872,26168,25428,20667,26357,134462,36576,24218,24937,26041,36250,29381,23159,12944,32192,7384,7568,18885,5522,3473,3037,14653,10317,7516,37715,11692,6624,20831,19166,26556,37312,39166,25124,26479,62294,24246,29394,38094,21838,52503,20052,16756,16029,11600,9195,25743,16408,6642,6910,38165,21167,21024,18781,14719,11528,4200,4059,4217,9036,8471,11850,16892,27645,24617,11151,12042,12016,11605,11422,8588,7642,5744
