date,松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,頂埔
04/18/2015,4973,12053,22699,56216,20851,12089,9445,3938,2683,11132,1841,3594,10619,7667,13016,7265,7843,4891,8031,3945,6400,7503,1743,25863,3007,13634,10411,13523,17370,17365,8673,31867,20994,30451,28271,5282,33634,23622,22313,19160,17655,177027,40735,22078,18810,30939,37995,29874,22056,9911,29143,6095,5534,16721,7298,3201,2169,10224,9691,6539,41908,15268,6393,17791,12934,28902,41405,34246,22189,26834,81272,17870,36960,40504,26533,59634,16380,16993,11025,9425,7832,33453,12884,10135,4766,22318,15363,14641,15280,9771,10906,4404,2453,4102,7895,8447,9702,12941,20748,24531,10252,10559,11504,9993,10578,7484,7204,0
04/19/2015,4442,9032,16034,44008,13034,9204,7261,3241,2294,9120,1352,3085,9907,6906,9938,5618,5981,3839,6017,3572,4978,6407,1468,21374,3566,11748,9092,11381,13323,14190,7374,27930,17043,22794,23872,3698,27538,19791,18146,16261,12339,160524,31973,15300,17477,26536,31143,24418,22515,7655,22923,5122,4354,14625,6963,3026,1731,8165,8112,5838,41985,13930,5581,15021,10111,23097,34985,28405,17616,23637,67203,13647,24631,30437,19334,47058,13048,13838,9488,7800,7252,31347,9796,9190,3664,16046,10556,11762,12226,7688,8471,3267,1864,3108,6424,7018,7733,10620,17795,20179,12567,9207,9265,8330,8929,6405,6067,0
04/20/2015,5741,15359,33406,43094,21335,14713,11189,3796,3047,15395,1897,4540,5099,10080,8873,17397,14790,5361,7678,2885,8104,8289,3342,27460,2010,10109,11848,14819,19899,15709,8554,24631,17783,32599,26350,8668,35116,25190,25039,20027,25220,129639,32163,23373,24083,25479,31668,27577,22382,12549,31562,7273,7160,18489,5209,3579,2988,13566,10085,7636,36722,14912,6635,19898,17711,25393,35473,38416,24651,25840,56585,22374,28244,35716,21059,52671,19820,17649,15838,10479,8207,26537,15122,5942,5865,35564,18376,18229,15849,12983,10614,4167,4030,3836,8440,8196,11106,15943,26388,21314,10667,11828,11581,11153,11049,7945,7211,0
04/21/2015,5487,15828,34735,44392,23413,15261,11699,3712,3135,16171,1982,4604,5503,10529,9166,18096,15097,5387,7830,2944,8187,8554,3514,28477,2064,10094,11826,15096,20245,15745,8468,24751,17875,32906,27648,8656,35548,25957,25243,20481,25794,125500,33254,23118,24253,25070,32571,28548,22669,13005,31643,7405,7524,19005,5513,3551,3088,13820,10035,7560,34194,14917,6542,20195,18026,26022,35266,39031,24932,25550,57251,23332,28388,36920,23148,52433,20291,17961,16086,10584,8580,22844,15660,5977,6004,37014,18970,18744,16346,13005,10994,4203,4195,4001,8565,8301,11371,15992,27305,21753,10675,11938,11856,11402,11196,7960,7405,0
04/22/2015,5328,15813,35077,45193,24143,15870,11714,3676,3269,16352,2051,4626,6367,10483,10414,18091,15449,5496,7911,3244,8206,8763,3549,32268,2201,10681,12108,15181,20227,15728,8618,25750,18656,32993,27576,8638,35656,26204,25412,19749,26359,128757,33893,23699,24451,25499,33318,28868,24401,12858,32666,7419,7272,19502,5522,3658,3108,14155,10356,7543,35704,15792,6782,20309,18322,26527,37255,39449,25690,25712,62734,24337,28854,37658,24323,54327,20307,17796,16089,10764,9004,24444,16104,6324,5959,36512,18869,18847,16649,12970,11086,4196,4164,4113,8638,8267,11233,16302,26805,21976,10656,12055,11854,11327,11188,8126,7206,0
04/23/2015,5269,15728,35058,46424,23422,15345,11732,3712,3094,15747,2032,4575,6835,10286,10218,18240,15010,5442,7859,3109,8301,8660,3472,30689,2180,10927,11676,15155,20138,15860,8401,26859,18722,32820,27579,8618,35574,26175,25353,20314,25168,132814,34826,23865,24599,25907,34431,29558,23525,12979,32298,7235,7412,19342,5685,3653,3100,13976,10349,7665,35864,15752,6634,20448,18235,26113,37074,38857,25241,26143,61979,23440,29031,38061,23764,55734,20047,17611,16239,10766,9031,26505,15490,6329,5584,37222,19214,18646,16565,13105,10937,4316,4263,3952,8428,8141,11570,15858,27034,22317,10808,11937,11930,11217,11244,8135,7301,0
04/24/2015,5773,16824,37777,53544,24909,16185,12404,3920,3165,16374,2110,4739,7443,10590,12496,18468,15831,6095,8296,3349,8494,9472,3578,32235,2355,11556,12726,16321,21168,17303,9209,30018,21079,35284,30567,8825,37841,27941,26793,21356,26334,169335,39696,25321,25961,27870,37937,32023,24897,13703,33615,7663,7601,20267,6608,3737,3167,14146,10782,7867,38612,17467,7217,21637,18535,29184,42601,41345,26593,27457,75400,25488,31507,43840,26700,65170,21443,19244,16895,11651,9698,30641,17134,7088,6394,39012,23662,20019,18494,13446,12194,4542,4383,4172,8798,9052,11563,17165,29113,24948,11656,12815,12714,11773,11783,8524,7759,0
04/25/2015,4583,12255,24529,57581,19176,12154,9741,3779,2716,11513,1827,4985,11204,9013,13667,7140,7755,5177,8034,4372,6488,7532,1789,19835,2499,16622,10620,13389,17345,16023,8820,37728,22986,31177,29491,5305,33032,23785,21954,19320,16474,175505,42254,22314,19107,30130,41379,32197,23309,10445,28676,6330,6653,17744,8498,3740,2208,10296,9833,7149,47401,19922,6932,18301,13529,29505,42180,35236,22565,27617,92049,18822,28790,42242,26775,61437,16105,17094,10553,9120,9623,32824,13079,11204,5293,22934,16228,16083,18211,9866,12612,4447,2274,3586,7787,8911,9636,13480,22724,25095,10671,11131,11576,10015,11059,7653,7223,0
04/26/2015,4764,9744,17516,45557,14743,9915,7560,3319,2379,9941,1461,3987,11935,7752,11639,5684,6294,4300,6357,5236,5451,6392,1663,15720,2200,13194,8970,11436,13917,13248,7654,29732,17902,24402,26028,4684,28291,20365,18472,16421,12366,163528,33967,15720,16938,27234,34669,26192,23351,7825,23977,5283,5135,15232,7351,2865,1685,8834,8239,6365,44849,19875,6149,16091,11219,24340,38816,29852,19203,24761,75347,14995,23199,31552,20268,48051,13070,13726,9360,7779,8289,28822,10273,10716,3842,16251,14868,12485,14176,8839,9160,3465,1939,2934,6173,7360,7823,10490,17351,20953,8737,9379,9863,8541,9289,6593,6473,0
04/27/2015,5339,15228,33839,43440,22523,14593,11426,3624,3055,15200,1958,4476,5978,10670,9392,17145,14653,5508,7722,3132,8235,8234,3465,27866,2038,10487,11692,14691,19848,15548,8204,26165,17882,32510,26746,8466,34927,25084,24837,19821,25232,132051,32485,23551,23892,24373,33243,27711,22343,12554,31942,6947,7216,18495,5193,3522,3051,13623,10198,7655,36742,16173,6811,20192,17714,25945,36766,38605,24886,25732,59875,21934,27864,36026,21566,52726,19212,17372,15775,10521,8950,24443,14951,6153,5973,35610,18058,18507,16090,13271,11082,4085,4040,3858,8140,7972,10798,15785,26922,20995,10608,11926,11638,10939,10968,7893,7087,0
04/28/2015,5223,15733,35410,44971,23274,15129,11506,3684,3054,16052,2066,4519,7375,10523,9661,18070,15203,5421,7843,3007,8380,8345,3561,31647,2137,10529,11755,15154,20136,15941,8347,25590,18424,32601,27693,8903,35099,25753,25297,19965,26588,130451,34191,23621,24018,25575,33503,29013,23199,12904,31897,7164,7515,19112,5498,3637,3034,13871,10133,7863,35139,15883,6574,20088,18136,26400,37119,38818,24801,25135,60025,23141,28427,37451,22071,53795,19916,17350,16107,10825,8900,24527,15469,6452,6023,36194,24067,18980,16969,13542,11475,4198,4142,3919,8652,8259,11168,16271,26644,21842,10751,11957,11631,11108,11062,7949,7256,0
04/29/2015,5590,16244,36122,46767,23333,15702,11751,3682,3117,16035,2004,4602,6995,10712,9808,18271,15246,5501,7800,3331,8411,8461,3583,32713,2115,10567,12081,15151,20465,16007,8550,26544,18786,33260,28098,8871,35326,26181,25102,20181,26223,133465,36040,24338,24587,25884,34483,29819,24903,12876,32391,7258,7374,19331,5542,3720,3028,14206,10358,7752,36217,16561,6718,20319,18113,26204,37486,39507,25526,25859,61885,24591,30146,39240,23156,54395,20301,17889,16059,10652,9048,25222,16086,6782,6007,37298,19229,19070,16853,13450,11480,4277,4233,3953,8424,8422,11126,16692,27414,22882,10756,12154,11805,11375,11023,8118,7351,0
04/30/2015,6136,16558,37838,52554,23857,15609,12151,3721,3017,15531,2075,4583,7577,10869,10541,18199,15155,5509,7859,3163,8363,8649,3620,31692,2364,11177,11713,15520,20612,16485,8799,27493,19575,33638,28975,9047,35903,26352,25399,20241,26083,154267,39132,24667,25641,26420,37182,31425,25391,12998,32332,7401,7438,19474,5969,3634,3004,13880,10351,7710,38409,16758,6583,20330,18226,27193,39501,39699,25929,26857,67522,24506,31353,42052,23899,59397,20653,18297,16408,10991,9271,30224,16529,6874,6086,38757,19549,19507,17641,13586,11202,4365,4230,4067,8501,8460,11664,16762,28590,24292,10783,12211,11964,11310,11268,8156,7373,0
05/01/2015,5768,11696,23404,57689,18999,13387,9776,3635,2521,13857,1894,4652,11562,9803,11821,7733,8581,5467,7359,3816,7315,8009,2026,19968,2277,12197,11322,13566,16903,16152,8315,30586,19943,28212,29112,8497,33625,24693,22421,19196,23706,185241,40703,23190,20454,26126,41702,33594,22645,11930,30705,6096,5644,19264,8554,3291,2489,11324,10565,6620,46234,17872,6852,19683,15333,27091,42533,35743,22413,28067,79122,21582,28625,39487,22015,61458,17869,17178,13315,10844,8689,42941,13450,7468,5710,24024,13901,14785,16346,12813,11227,4040,2322,3709,8351,8447,10911,14549,20639,25672,10458,11821,11594,10597,10837,7826,7364,0
05/02/2015,4751,11352,22797,57466,16887,11967,8947,3538,2522,11128,1543,4859,12365,8962,15852,7057,8971,5600,7509,4205,6336,7042,2095,24252,2290,13798,10353,13114,16413,16793,8077,34524,21629,28907,25911,5046,31888,23242,21346,18333,14381,182548,42068,21468,19397,28001,43242,32100,25824,9405,27077,6202,5682,16448,9011,3504,2022,9146,9277,6319,48724,18324,6568,17667,13249,28383,41199,33067,21999,28170,87835,17028,30458,39924,23886,58933,15897,16187,10078,8914,8470,50729,13129,10086,4989,21188,14981,14711,17976,12097,11090,4995,2308,3483,7194,8515,9039,13068,20055,25790,9805,11314,12127,9669,10738,7756,7479,0
05/03/2015,4818,9512,17521,47169,14067,9685,7519,3443,2290,9719,1489,4226,11623,7996,10600,6443,7273,3607,6275,3698,5323,6245,1631,15544,2230,11329,9436,11531,13649,14379,7462,31095,18425,23491,23957,4166,28262,20191,17997,16468,11602,168673,34931,16520,18254,25211,34870,27493,24372,7869,23047,5423,4785,14674,7360,2794,1631,8276,8116,5824,44890,16257,5643,16356,10820,23913,36500,29359,19631,26148,75054,14698,27052,32181,20001,51141,13679,14099,9518,7487,7307,44133,10474,9104,4192,16829,11913,12304,13894,9087,8811,3296,2013,2966,6105,7221,7521,11112,18590,23099,8361,9509,9762,8245,9315,6582,6473,0
05/04/2015,5664,15756,36068,47611,23644,15249,11737,3851,3135,15476,1959,4558,5303,10338,9049,17311,14510,5340,7839,2789,8268,8423,3500,27282,2022,10193,11840,14999,20188,16053,8662,26732,18241,33231,28817,9136,36201,26008,25486,20173,25704,140730,35909,25060,24556,24593,33749,29519,22490,12732,31528,7303,7226,18555,5656,3570,2939,13401,9949,7614,37133,15641,6691,20174,17852,25946,37722,39863,25041,27177,63294,22984,29777,37385,22546,56117,20049,17619,15821,10589,8559,39302,15830,5955,6368,37639,19250,19397,16396,13703,11221,4146,4013,4002,8614,8216,11232,16919,27463,24297,10693,11713,11869,11218,11220,8113,7502,0
05/05/2015,5435,16509,38550,49937,24541,16097,11956,3956,3078,16326,1923,4720,4912,10563,9424,18543,15591,5512,7959,2743,8536,8696,3964,27597,2120,9860,12060,15491,20894,16506,8936,26684,18761,34423,28922,9799,36988,26868,26370,20524,26847,133735,36852,24786,25105,25205,32747,29072,23446,13171,32404,7852,7460,18752,5700,3561,3099,13864,10168,7627,33664,15138,6640,20591,18447,26301,38409,40630,25652,26264,60997,24554,30134,38994,22755,54486,21021,17931,16228,10685,8404,25756,16601,6082,6549,39829,20335,20047,16550,13557,11491,4284,4444,4054,9104,8697,11863,17474,28568,23806,10916,12049,12193,11785,11769,7852,7537,0
05/06/2015,5389,16116,36349,48889,23747,15753,11876,3733,3186,16390,2048,4787,5588,10501,9730,18044,15071,5506,7801,3073,8179,8495,3672,28051,2169,10531,11936,15401,20538,16307,8753,26921,18911,33908,29252,8759,35911,26518,25653,20602,26299,130964,35703,24371,24919,25618,34362,29780,25218,13145,33339,7377,7273,19788,5612,3725,3395,14469,10551,7819,36480,16059,6737,20834,18253,26489,37617,40038,25851,26259,60744,24191,29076,39198,22552,54165,20533,17679,16148,10964,8854,24880,15970,6483,6297,37789,19859,19681,17121,13462,11550,4188,4210,4101,8446,8541,11423,16624,27943,22617,10985,12227,11896,11308,11219,7905,7592,0
05/07/2015,5521,16128,37088,48751,23953,15500,11621,3676,3084,15674,2035,4641,5649,10327,9870,18215,15090,5457,7865,3011,8356,8424,3629,28035,2239,10593,11930,15426,20697,16241,8627,26811,18884,33769,28547,8834,36074,26241,25597,20349,26323,135366,36795,24043,25530,25541,35044,29569,23818,13215,33124,7492,7667,19276,5572,3722,3107,14092,10534,7753,36397,16237,6852,20630,18141,27139,37506,39814,25957,26331,62169,23867,29476,39546,23111,56552,20665,17721,16050,10865,9085,26687,15955,6394,6261,38043,20119,19361,17385,13269,11201,4244,4140,3976,8585,8245,11531,16461,28047,22732,10963,12165,11943,11554,11440,8145,7407,0
05/08/2015,6032,16926,37978,59092,24964,16414,12206,3829,3109,15797,2070,4739,5950,10547,11159,18117,15654,5939,8368,3345,9008,9292,3790,29492,2495,11148,12688,16255,21623,16804,9397,30534,20793,35775,32018,8927,37549,27949,26821,21671,26403,191566,41211,25163,26532,27407,38086,31462,25817,13278,33168,7885,7657,20555,5957,3937,3132,13933,10746,7890,38725,17497,7418,22227,18464,29273,44101,41066,26917,27374,72181,24398,31402,44103,26732,67830,21616,18579,17177,11784,9603,29793,17599,7022,6651,39292,20337,20311,18747,13177,11982,4567,4262,4280,9095,9004,11813,17380,28679,24583,11623,13112,12884,11818,11839,8669,7740,0
05/09/2015,4781,11096,22102,57645,15269,11162,8731,3687,2598,10002,1592,3384,6071,6976,13918,6334,6882,4011,7512,3052,5999,6878,2045,19236,2315,10590,9977,12933,17148,13404,8185,29042,18833,28602,24521,4301,31524,23011,21592,18964,14271,179302,39637,19640,17589,32458,33303,27882,23139,9712,25811,6242,5342,15935,6698,3144,2156,10241,9388,6252,39132,16034,6501,19620,13455,27708,41248,33678,21648,25389,74554,17275,27705,38539,24100,59543,18073,15648,10068,8730,7023,28210,12533,8043,4505,20544,15211,14501,14350,9133,10484,5335,2462,5187,7573,8205,8932,12662,19957,21990,10026,10542,12462,9871,10906,7580,7045,0
05/10/2015,4211,8214,16041,44605,10814,8356,6845,3203,2342,8524,1319,2575,6427,5980,9784,5560,5443,3325,6054,3043,4887,5735,2021,14285,1933,10436,8418,10848,14152,12430,7329,27686,15770,21160,29254,3292,26703,19231,17422,16147,13026,144855,31260,14070,15536,20268,28775,21912,23073,7562,21103,4967,4247,13632,5992,2824,1575,8051,7785,5746,42790,13007,5364,15332,10698,21209,33258,27112,18126,23031,62040,11700,20628,27932,19895,45152,12671,13520,9210,7461,6415,25172,9507,8395,3562,14295,8958,11661,12522,7764,7625,3657,1766,2802,5564,6899,6920,10232,15227,18723,7787,8601,9684,8067,9389,6405,5991,0
05/11/2015,5465,14956,33731,43619,22747,14934,11208,3692,2965,15186,1949,4546,5380,10400,8762,17310,14676,5189,7533,2850,8104,7962,3449,26821,2020,9471,11791,14879,19890,15778,8467,27368,17977,32417,25781,8588,35216,25079,24878,19694,25026,130419,32675,23679,23646,23965,33163,28138,22499,12588,31639,7267,7243,19143,4837,3528,3062,14367,10160,7614,37727,14950,6651,19102,17790,25389,35764,38520,24859,25813,58704,20849,27934,36497,21233,52661,18230,17404,15622,10615,8472,26216,15323,6070,5885,36109,19201,18732,17387,13431,10710,4028,3986,3825,8286,8067,10765,15927,26366,20866,10559,11812,11514,11050,11076,7960,7346,0
05/12/2015,5340,16067,36298,44573,23495,15273,11631,3733,3150,15858,1921,4615,5258,10573,9380,18509,15414,5227,7790,3014,8315,8537,3852,27839,2156,9786,11575,15229,20472,16015,8520,26307,18709,33778,28240,9266,36114,26233,25731,20344,26292,124219,34010,23572,24351,25016,33583,28716,23080,12862,31564,7266,7454,18840,5345,3634,3118,14049,10312,7602,34879,15281,6457,20301,18646,26274,36566,39437,24975,25812,59413,23609,29073,37656,21859,53094,20512,17842,16329,10615,8816,23283,16024,6313,6257,38034,20106,19555,17308,13487,11045,4077,4255,3999,8630,8324,11196,16426,27715,21982,10766,11865,11645,11379,11209,7963,7337,0
05/13/2015,5613,15807,35309,45755,23178,15504,11553,3706,3041,15795,2013,4685,5991,10404,9485,17627,15173,5337,7812,3139,8376,8417,3669,27800,2042,10467,11866,15234,20137,15944,8601,26252,18547,32710,28238,8748,35378,26146,25294,19955,26598,127978,34932,25124,24171,25786,35606,29347,24430,12901,32557,7197,7415,19264,5371,3741,3059,14186,10359,7792,37799,15495,6770,20228,18436,26410,36910,39163,25614,25578,59729,24434,29397,39193,22176,53006,19824,17693,15938,10733,9149,23872,15910,6510,6184,36671,19658,19389,17161,13436,10846,4230,4101,4044,8467,8375,11043,16120,27496,21946,10784,12062,11878,11262,11288,7983,7423,0
05/14/2015,5622,16018,36084,46137,23410,15355,11579,3644,3075,15551,2003,4571,6080,10629,9762,17833,14986,5561,7746,3220,8242,8557,3714,27857,2256,10387,11846,15166,20233,15864,8625,26469,18771,32886,28199,8672,35141,25508,25161,20106,25270,132140,35290,24656,24846,26708,36202,29484,23525,12697,31512,7239,7460,19137,5356,3791,2869,13863,10088,7727,36542,15440,6609,20293,18400,26588,36374,39230,25387,25400,62556,23800,29847,39078,22969,54993,19598,17835,15725,10977,9269,25393,15825,6296,6096,37057,19619,19601,17551,13347,10932,4269,3937,4041,8345,8196,10943,16393,27477,22259,10610,11915,11618,11172,11211,8022,7317,0
05/15/2015,6027,17013,37837,55124,24881,16589,12697,4078,3076,16685,2138,4574,6379,10704,12007,18187,16057,6362,8591,3276,8820,9316,3874,29595,2376,11275,12708,16176,21252,17611,9222,31872,21727,35487,31478,9122,38275,27778,26766,21368,27216,176007,40820,27397,26210,29144,40903,32113,25337,13703,33223,7643,7667,20593,6178,3774,3180,14372,10980,7928,40555,17010,7294,21890,19299,29934,43063,41188,26935,27434,83829,25779,37495,45994,27486,65315,21252,19372,17040,11971,9892,30169,17733,7523,6734,40129,19485,20641,19365,13571,12076,4519,4284,4306,8835,9213,11507,17403,29473,25719,11850,13025,13341,11795,12006,9086,7975,0
05/16/2015,4904,12164,24566,57989,18864,12094,9306,3679,2718,12418,1850,4494,8872,8918,14872,7681,8936,5209,7976,4245,6709,7602,2127,23548,2964,12717,10314,13412,17733,16697,8476,34112,22327,30002,24935,5083,32589,23365,21889,18790,16318,179042,42372,21266,18801,28477,43132,30247,22511,10023,27015,6127,5828,15906,7218,3576,2092,9831,9606,6402,45043,15664,6523,18037,15147,28572,40706,34834,21926,26580,90259,18140,40277,43677,26192,61124,16450,16671,11280,10243,8770,29723,13332,10004,5157,23570,18439,15227,17839,10542,10678,5051,2399,3901,8885,8804,9567,13928,23724,24608,10365,10741,12358,9761,11103,8036,7567,0
05/17/2015,4818,9221,17984,45420,14522,9676,7621,3325,2431,12145,1552,3642,8714,7550,12102,6005,7020,4450,6710,4277,5919,6786,2029,15482,2330,11483,8789,11787,13654,14466,7548,31467,18715,24042,21846,4168,27834,20126,18083,16289,12104,173355,34942,14769,17278,24137,38070,25594,23520,8213,22835,5304,4673,15173,6402,2839,1937,8909,8145,5758,45858,13824,5608,16013,12490,24293,38093,28706,18600,23518,78660,13535,34297,33336,21189,49980,12914,14750,9411,8876,7821,24944,10477,12973,3961,17941,14658,12611,14327,8920,9437,3661,2115,7505,6808,7728,7776,10623,17341,21234,8955,9717,10113,8835,9488,7237,6403,0
05/18/2015,5656,15136,33720,43118,22241,14450,11361,3638,3091,15139,1911,4581,5299,10128,9096,17048,14815,5217,7465,2876,8290,7991,3532,26694,2034,9841,11532,14831,19390,15473,8235,25392,17826,32141,25293,8630,34328,25041,24823,19474,25023,134244,32163,22854,23429,23775,33395,28690,22505,12468,31281,7052,7374,18336,4783,3419,3091,13298,9953,7574,38074,14900,6569,19863,17834,25190,36131,38034,24632,26165,60306,22029,29625,36130,22612,53161,19042,17324,15083,10425,8550,24227,14914,6115,6009,35716,17969,18499,16786,13111,10725,4059,3883,3944,8233,7948,10673,15393,26751,20988,10417,11574,11418,10847,10827,7945,7107,0
05/19/2015,5383,15352,35127,45186,23031,14989,11260,3568,3045,15609,1985,4684,6216,10421,9460,17410,15250,5365,7761,3059,8239,8173,3669,27484,2163,10163,11745,15064,19757,15760,8297,25871,18365,32375,27492,8925,34829,25555,24948,19805,27123,130349,33504,23440,24010,25065,35068,28569,23047,12743,31835,7217,7418,18997,5579,3544,2992,13524,10237,7576,36891,15326,6511,20006,18433,25897,36452,38327,24858,25166,61422,22940,30586,37278,22044,52426,19635,17409,15694,10853,8883,23073,15724,6476,6314,36819,18329,19206,16780,13221,10947,3966,4024,3915,8477,8298,10922,15992,26232,21744,10660,11702,11435,11286,10967,7982,7344,0
05/20/2015,5338,16135,37186,45738,23990,16193,11999,4051,3017,16034,1943,4631,4377,10374,10031,18487,15898,5528,7961,2894,8840,8369,4030,27118,2255,9676,12037,15471,20769,16155,9019,26906,18643,34393,28091,9204,36579,26250,25908,20182,25932,130434,34357,22971,23892,23489,31270,26911,23604,12504,31064,7434,7349,18055,5072,3722,3111,13498,9843,7263,31999,14912,6703,20334,18226,25555,38148,39719,25222,23845,61126,24342,31606,39099,22010,53934,20704,17459,16075,10776,8288,24245,16528,6059,6487,39140,19595,20591,16169,13705,11082,4084,4243,4221,9181,8624,11355,17358,27319,22099,10986,11771,12250,11664,11750,7775,7349,0
05/21/2015,5554,16372,37177,46775,24059,15704,11878,3698,3094,15502,1987,4583,5235,10580,9902,18544,15679,5489,7983,2787,8293,8701,3874,27657,2318,9839,11737,15497,20591,16387,8819,27328,18831,33915,28582,9084,35604,26069,25516,20573,26353,133615,35439,23752,25066,24809,34571,28672,23060,12688,32028,7378,7584,18638,5696,3739,3061,14084,10192,7510,35090,15183,6562,20265,18698,26304,37168,39517,25549,25875,65233,24527,32346,39161,22624,54863,20539,17435,15799,10814,8970,24980,16599,6184,6632,39056,20152,20064,17601,13398,11533,4103,4105,4103,8851,8427,11474,16435,27512,23007,10661,11668,12025,11546,11635,7993,7457,0
05/22/2015,6284,16961,38896,53685,24784,16742,12275,4125,3097,15925,2067,4517,5981,10794,11365,18013,15716,5807,8420,3042,8713,9011,3985,28582,2220,10631,12722,16284,21350,17087,9217,30590,21297,35590,31313,9093,37779,28133,26383,21259,26600,173963,40046,25460,25724,26325,37560,30768,24693,13177,32565,7584,7526,19877,6076,3857,3138,13950,10472,7735,36828,16784,7222,21563,18842,28560,41851,40870,26238,26234,76033,25599,34473,44190,25479,63690,21441,18195,16636,11754,9303,37791,17615,6729,6711,40231,25173,21585,19083,13669,11909,4382,4263,4262,8938,9195,11651,17370,28107,25118,11362,12407,12733,12093,11959,8526,7685,0
05/23/2015,4704,12147,24352,59686,17029,12916,9496,3621,2632,11320,1671,3174,7495,8351,12871,7454,8025,4277,7898,3136,6625,7406,2269,25681,2795,10598,10156,14364,16932,14765,8607,36655,21535,30688,24530,4992,33551,24599,21962,18493,16628,182421,42985,21345,19697,25746,34609,29423,22172,9744,26853,5998,5983,16512,7753,3367,2012,9420,9292,7036,36931,14556,6575,17728,14427,29226,42550,35411,21498,25512,91395,18068,38845,43819,23622,64935,16302,16308,10715,12001,7199,44309,13673,8049,5270,24054,19920,15287,15447,10659,10588,4042,2205,3508,9144,8719,9421,13197,19993,24928,10317,10834,11708,10213,10639,7373,7082,0
05/24/2015,4335,9260,18907,46679,13146,9885,7369,3301,2331,8956,1306,2458,6143,7167,11287,5501,6378,3836,6229,2258,5565,6686,1787,15289,2049,8632,8555,11344,14016,13018,8135,29855,17462,23752,20731,3693,28208,20107,18540,15537,11360,166088,35172,14629,16024,20900,28739,23800,22150,7554,21363,4991,4351,13689,6560,2864,1444,7637,7313,5444,32909,12148,5185,15026,11219,22381,37472,29200,18016,21845,76027,15259,30937,33112,18565,53620,13796,13531,9672,8278,5366,42628,10509,6931,4189,17854,17254,12692,12285,8480,8836,3658,1856,3065,6183,7374,7570,11094,16887,21032,8419,8714,9843,8677,9309,6208,6403,0
05/25/2015,5658,15582,35815,45134,23063,15075,11227,3694,3079,15293,1903,4451,5188,10450,9233,17580,15175,5276,7872,2913,8758,8350,3764,26990,2057,9857,11876,15139,19823,16229,8481,26731,18753,32893,27427,8871,35998,25357,25341,20107,26494,136813,33524,23862,23902,23789,33658,28213,22616,12849,32323,7384,7348,17851,5249,3720,3120,13826,10211,7518,36866,15590,6758,20078,18118,25719,37047,39221,24837,27656,63676,22398,30542,37349,23707,55612,19456,17027,15778,9611,8668,37069,15751,6114,6500,37186,24255,19770,17528,13608,10926,4072,4047,4040,8703,8267,11157,16087,27950,22099,10758,11889,11846,11446,11332,8068,7263,0
05/26/2015,5342,15859,35193,45227,23446,15338,11582,3903,3127,15678,1892,4547,6682,10622,9224,17965,15146,5183,7934,2957,8073,8313,3707,27148,2296,10087,12020,15374,20296,15882,8604,26333,18815,33338,28519,8856,36080,25796,25535,20195,27197,132394,34342,24018,23980,25535,34049,28760,22810,12966,31991,7233,7585,18917,5585,3633,2969,13825,10148,7698,35640,15279,6620,20083,18641,25918,36616,39115,24978,24983,62230,23306,29721,37816,22019,52639,20288,17445,15971,10817,8576,23547,16015,6260,6275,37588,18808,19576,17047,13672,10707,4066,4173,4081,8756,8173,11090,16303,27197,22236,10676,11870,11727,11505,11394,7908,7383,0
05/27/2015,5418,16175,35985,46089,23334,15507,11537,3765,3464,15995,1948,4573,7469,10547,9420,18322,15073,5532,7700,3009,8664,8152,3725,27401,2180,10261,11861,15391,19916,15989,8732,26496,18729,33492,29424,9047,35353,25829,25641,20237,27578,133124,34917,23945,24216,25429,34368,28885,24376,12866,32420,7246,7322,19169,5401,3765,3050,14044,10332,7680,36448,15527,6648,20303,18867,26183,36882,39082,25105,25360,62211,23629,31385,39429,22659,53555,20050,16861,15656,10447,9149,25045,15996,6484,6577,37592,19406,19940,17198,13591,11144,4119,4116,4055,8614,8424,11023,16276,27622,22264,10579,11905,11837,11163,11217,7984,7251,0
